Frequency;Real;Imaginary;Amplitude;Angle
0.0;49036.00000000;0.00000000;2.99291992;0.00000000
1.0;85.04772949;1.29589653;0.00519150;0.01523611
2.0;85.13648224;2.61097598;0.00519876;0.03065851
3.0;85.27927399;3.91787457;0.00521052;0.04590942
4.0;85.47617340;5.25092316;0.00522689;0.06135432
5.0;85.72282410;6.58343267;0.00524751;0.07664861
6.0;86.03141785;7.94169855;0.00527327;0.09205073
7.0;86.40605164;9.31600666;0.00530437;0.10740172
8.0;86.83681488;10.70942593;0.00534025;0.12270855
9.0;87.33361053;12.13638306;0.00538164;0.13808146
10.0;87.89270782;13.59134769;0.00542831;0.15342049
11.0;88.52752686;15.08311081;0.00548116;0.16875717
12.0;89.23011017;16.61128426;0.00553974;0.18405539
13.0;90.01178741;18.19245529;0.00560497;0.19942543
14.0;90.87280273;19.82056808;0.00567683;0.21475001
15.0;91.82135773;21.50582504;0.00575599;0.23006673
16.0;92.86047363;23.25750160;0.00584281;0.24540819
17.0;93.99935913;25.07958412;0.00593796;0.26073238
18.0;95.24167633;26.98302078;0.00604188;0.27607641
19.0;96.60282898;28.97751808;0.00615572;0.29142517
20.0;98.08488464;31.06768417;0.00627976;0.30674553
21.0;99.70346069;33.27270126;0.00641533;0.32209545
22.0;101.46949768;35.60171127;0.00656335;0.33744183
23.0;103.40020752;38.07225037;0.00672526;0.35279825
24.0;105.50817871;40.69318008;0.00690208;0.36810741
25.0;107.81873322;43.49543762;0.00709604;0.38344482
26.0;110.34979248;46.49945831;0.00730876;0.39880252
27.0;113.13362885;49.72764587;0.00754273;0.41412801
28.0;116.19898987;53.21615601;0.00780061;0.42946556
29.0;119.58721924;57.00223160;0.00808580;0.44480044
30.0;123.34120178;61.13189316;0.00840207;0.46014741
31.0;127.51863861;65.65849304;0.00875425;0.47549114
32.0;132.18818665;70.64609528;0.00914807;0.49081522
33.0;137.43461609;76.18532562;0.00959097;0.50616819
34.0;143.35942078;82.36837769;0.01009140;0.52150244
35.0;150.09596252;89.33047485;0.01066086;0.53684992
36.0;157.81489563;97.23219299;0.01131369;0.55218488
37.0;166.73524475;106.29017639;0.01206865;0.56752253
38.0;177.14949036;116.79278564;0.01295075;0.58287787
39.0;189.45521545;129.11718750;0.01399350;0.59821409
40.0;204.20330811;143.80335999;0.01524394;0.61355031
41.0;222.17933655;161.62092590;0.01676912;0.62890214
42.0;244.55993652;183.70370483;0.01866884;0.64424324
43.0;273.16305542;211.81788635;0.02109777;0.65957648
44.0;310.96258545;248.86164856;0.02430930;0.67492050
45.0;363.20632935;299.93289185;0.02874999;0.69027114
46.0;440.07275391;374.90786743;0.03528550;0.70560908
47.0;564.21997070;495.81240845;0.04584444;0.72095406
