FileName;SamplingFreq;SamplesQty;Replica;TimeTag;Time(ns)
./test/square_50Hz.txt;524288;524288;0;Time_0;13060367996410
./test/square_50Hz.txt;524288;524288;0;Time_1;13060368011287
./test/square_50Hz.txt;524288;524288;0;Time_2;13060424526762
./test/square_50Hz.txt;524288;524288;0;Time_3;13060425223957
./test/square_50Hz.txt;524288;524288;0;Time_4;13060609670716
./test/square_50Hz.txt;524288;524288;0;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;0;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;0;Time_7;13060427354164
./test/square_50Hz.txt;524288;524288;0;Time_8;000000000
./test/square_50Hz.txt;524288;524288;0;Delta Time_1->2;056515475
./test/square_50Hz.txt;524288;524288;0;Delta Time_0->3;057227547
./test/square_50Hz.txt;524288;524288;0;Delta Time_3->4;184446759
./test/square_50Hz.txt;524288;524288;0;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;0;Delta Time_7->10;182059382
./test/square_50Hz.txt;524288;524288;0;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;1;Time_0;13060882841674
./test/square_50Hz.txt;524288;524288;1;Time_1;13060882845516
./test/square_50Hz.txt;524288;524288;1;Time_2;13060940169793
./test/square_50Hz.txt;524288;524288;1;Time_3;13060940175939
./test/square_50Hz.txt;524288;524288;1;Time_4;13061118054596
./test/square_50Hz.txt;524288;524288;1;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;1;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;1;Time_7;13060942324445
./test/square_50Hz.txt;524288;524288;1;Time_8;000000000
./test/square_50Hz.txt;524288;524288;1;Delta Time_1->2;057324277
./test/square_50Hz.txt;524288;524288;1;Delta Time_0->3;057334265
./test/square_50Hz.txt;524288;524288;1;Delta Time_3->4;177878657
./test/square_50Hz.txt;524288;524288;1;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;1;Delta Time_7->10;175728265
./test/square_50Hz.txt;524288;524288;1;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;2;Time_0;13061118144416
./test/square_50Hz.txt;524288;524288;2;Time_1;13061118148188
./test/square_50Hz.txt;524288;524288;2;Time_2;13061175295547
./test/square_50Hz.txt;524288;524288;2;Time_3;13061175301205
./test/square_50Hz.txt;524288;524288;2;Time_4;13061350299169
./test/square_50Hz.txt;524288;524288;2;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;2;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;2;Time_7;13061176596623
./test/square_50Hz.txt;524288;524288;2;Time_8;000000000
./test/square_50Hz.txt;524288;524288;2;Delta Time_1->2;057147359
./test/square_50Hz.txt;524288;524288;2;Delta Time_0->3;057156789
./test/square_50Hz.txt;524288;524288;2;Delta Time_3->4;174997964
./test/square_50Hz.txt;524288;524288;2;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;2;Delta Time_7->10;173700660
./test/square_50Hz.txt;524288;524288;2;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;3;Time_0;13061350367547
./test/square_50Hz.txt;524288;524288;3;Time_1;13061350371319
./test/square_50Hz.txt;524288;524288;3;Time_2;13061408033926
./test/square_50Hz.txt;524288;524288;3;Time_3;13061408037767
./test/square_50Hz.txt;524288;524288;3;Time_4;13061581696164
./test/square_50Hz.txt;524288;524288;3;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;3;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;3;Time_7;13061409378933
./test/square_50Hz.txt;524288;524288;3;Time_8;000000000
./test/square_50Hz.txt;524288;524288;3;Delta Time_1->2;057662607
./test/square_50Hz.txt;524288;524288;3;Delta Time_0->3;057670220
./test/square_50Hz.txt;524288;524288;3;Delta Time_3->4;173658397
./test/square_50Hz.txt;524288;524288;3;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;3;Delta Time_7->10;172314786
./test/square_50Hz.txt;524288;524288;3;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;4;Time_0;13061581783191
./test/square_50Hz.txt;524288;524288;4;Time_1;13061581786963
./test/square_50Hz.txt;524288;524288;4;Time_2;13061640240142
./test/square_50Hz.txt;524288;524288;4;Time_3;13061640246358
./test/square_50Hz.txt;524288;524288;4;Time_4;13061819844866
./test/square_50Hz.txt;524288;524288;4;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;4;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;4;Time_7;13061641827582
./test/square_50Hz.txt;524288;524288;4;Time_8;000000000
./test/square_50Hz.txt;524288;524288;4;Delta Time_1->2;058453179
./test/square_50Hz.txt;524288;524288;4;Delta Time_0->3;058463167
./test/square_50Hz.txt;524288;524288;4;Delta Time_3->4;179598508
./test/square_50Hz.txt;524288;524288;4;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;4;Delta Time_7->10;178014980
./test/square_50Hz.txt;524288;524288;4;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;5;Time_0;13061819944675
./test/square_50Hz.txt;524288;524288;5;Time_1;13061819948936
./test/square_50Hz.txt;524288;524288;5;Time_2;13061877674887
./test/square_50Hz.txt;524288;524288;5;Time_3;13061877680615
./test/square_50Hz.txt;524288;524288;5;Time_4;13062050814607
./test/square_50Hz.txt;524288;524288;5;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;5;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;5;Time_7;13061878976591
./test/square_50Hz.txt;524288;524288;5;Time_8;000000000
./test/square_50Hz.txt;524288;524288;5;Delta Time_1->2;057725951
./test/square_50Hz.txt;524288;524288;5;Delta Time_0->3;057735940
./test/square_50Hz.txt;524288;524288;5;Delta Time_3->4;173133992
./test/square_50Hz.txt;524288;524288;5;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;5;Delta Time_7->10;171835642
./test/square_50Hz.txt;524288;524288;5;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;6;Time_0;13062050898980
./test/square_50Hz.txt;524288;524288;6;Time_1;13062050902752
./test/square_50Hz.txt;524288;524288;6;Time_2;13062109215333
./test/square_50Hz.txt;524288;524288;6;Time_3;13062109221130
./test/square_50Hz.txt;524288;524288;6;Time_4;13062284250789
./test/square_50Hz.txt;524288;524288;6;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;6;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;6;Time_7;13062110524161
./test/square_50Hz.txt;524288;524288;6;Time_8;000000000
./test/square_50Hz.txt;524288;524288;6;Delta Time_1->2;058312581
./test/square_50Hz.txt;524288;524288;6;Delta Time_0->3;058322150
./test/square_50Hz.txt;524288;524288;6;Delta Time_3->4;175029659
./test/square_50Hz.txt;524288;524288;6;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;6;Delta Time_7->10;173724323
./test/square_50Hz.txt;524288;524288;6;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;7;Time_0;13062284341308
./test/square_50Hz.txt;524288;524288;7;Time_1;13062284345150
./test/square_50Hz.txt;524288;524288;7;Time_2;13062341836701
./test/square_50Hz.txt;524288;524288;7;Time_3;13062341841870
./test/square_50Hz.txt;524288;524288;7;Time_4;13062515060024
./test/square_50Hz.txt;524288;524288;7;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;7;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;7;Time_7;13062343137637
./test/square_50Hz.txt;524288;524288;7;Time_8;000000000
./test/square_50Hz.txt;524288;524288;7;Delta Time_1->2;057491551
./test/square_50Hz.txt;524288;524288;7;Delta Time_0->3;057500562
./test/square_50Hz.txt;524288;524288;7;Delta Time_3->4;173218154
./test/square_50Hz.txt;524288;524288;7;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;7;Delta Time_7->10;171920990
./test/square_50Hz.txt;524288;524288;7;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;8;Time_0;13062515148797
./test/square_50Hz.txt;524288;524288;8;Time_1;13062515152569
./test/square_50Hz.txt;524288;524288;8;Time_2;13062572584398
./test/square_50Hz.txt;524288;524288;8;Time_3;13062572590894
./test/square_50Hz.txt;524288;524288;8;Time_4;13062746288662
./test/square_50Hz.txt;524288;524288;8;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;8;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;8;Time_7;13062573929546
./test/square_50Hz.txt;524288;524288;8;Time_8;000000000
./test/square_50Hz.txt;524288;524288;8;Delta Time_1->2;057431829
./test/square_50Hz.txt;524288;524288;8;Delta Time_0->3;057442097
./test/square_50Hz.txt;524288;524288;8;Delta Time_3->4;173697768
./test/square_50Hz.txt;524288;524288;8;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;8;Delta Time_7->10;172357230
./test/square_50Hz.txt;524288;524288;8;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;9;Time_0;13062746390287
./test/square_50Hz.txt;524288;524288;9;Time_1;13062746394617
./test/square_50Hz.txt;524288;524288;9;Time_2;13062803336972
./test/square_50Hz.txt;524288;524288;9;Time_3;13062803341302
./test/square_50Hz.txt;524288;524288;9;Time_4;13062977011132
./test/square_50Hz.txt;524288;524288;9;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;9;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;9;Time_7;13062804636999
./test/square_50Hz.txt;524288;524288;9;Time_8;000000000
./test/square_50Hz.txt;524288;524288;9;Delta Time_1->2;056942355
./test/square_50Hz.txt;524288;524288;9;Delta Time_0->3;056951015
./test/square_50Hz.txt;524288;524288;9;Delta Time_3->4;173669830
./test/square_50Hz.txt;524288;524288;9;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;9;Delta Time_7->10;172372248
./test/square_50Hz.txt;524288;524288;9;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;10;Time_0;13062977101652
./test/square_50Hz.txt;524288;524288;10;Time_1;13062977104934
./test/square_50Hz.txt;524288;524288;10;Time_2;13063033981216
./test/square_50Hz.txt;524288;524288;10;Time_3;13063033985965
./test/square_50Hz.txt;524288;524288;10;Time_4;13063208123827
./test/square_50Hz.txt;524288;524288;10;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;10;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;10;Time_7;13063035263153
./test/square_50Hz.txt;524288;524288;10;Time_8;000000000
./test/square_50Hz.txt;524288;524288;10;Delta Time_1->2;056876282
./test/square_50Hz.txt;524288;524288;10;Delta Time_0->3;056884313
./test/square_50Hz.txt;524288;524288;10;Delta Time_3->4;174137862
./test/square_50Hz.txt;524288;524288;10;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;10;Delta Time_7->10;172858300
./test/square_50Hz.txt;524288;524288;10;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;11;Time_0;13063208218258
./test/square_50Hz.txt;524288;524288;11;Time_1;13063208222099
./test/square_50Hz.txt;524288;524288;11;Time_2;13063265656583
./test/square_50Hz.txt;524288;524288;11;Time_3;13063265662729
./test/square_50Hz.txt;524288;524288;11;Time_4;13063439948035
./test/square_50Hz.txt;524288;524288;11;Time_5;13060609777020
./test/square_50Hz.txt;524288;524288;11;Time_6;13060882750596
./test/square_50Hz.txt;524288;524288;11;Time_7;13063266949905
./test/square_50Hz.txt;524288;524288;11;Time_8;000000000
./test/square_50Hz.txt;524288;524288;11;Delta Time_1->2;057434484
./test/square_50Hz.txt;524288;524288;11;Delta Time_0->3;057444471
./test/square_50Hz.txt;524288;524288;11;Delta Time_3->4;174285306
./test/square_50Hz.txt;524288;524288;11;Delta Time_5->6;272973576
./test/square_50Hz.txt;524288;524288;11;Delta Time_7->10;172996244
./test/square_50Hz.txt;524288;524288;11;Delta Time_8->9;000000000
./test/square_50Hz.txt;524288;524288;12;Time_0;13063440049240
./test/square_50Hz.txt;524288;524288;12;Time_1;13063440053152
./test/square_50Hz.txt;524288;524288;12;Time_2;13063497797119
./test/square_50Hz.txt;524288;524288;12;Time_3;13063497803195
