Frequency;Real;Imaginary;Amplitude;Angle
0.0;196544.00000000;0.00000000;2.99902344;0.00000000
1.0;36.07353973;-0.99043524;0.00055065;-0.02744911
2.0;36.05728149;-2.09793305;0.00055112;-0.05811782
3.0;36.06693649;-3.18719554;0.00055248;-0.08813994
4.0;36.08044052;-4.29722261;0.00055443;-0.11854276
5.0;36.10110092;-5.36445761;0.00055691;-0.14751598
6.0;36.08970642;-6.41246891;0.00055931;-0.17584617
7.0;36.13650894;-7.65854931;0.00056365;-0.20884363
8.0;36.18317795;-8.74256516;0.00056800;-0.23707582
9.0;36.20988083;-9.94836521;0.00057299;-0.26812607
10.0;36.24431992;-11.12099838;0.00057849;-0.29771489
11.0;36.29398727;-12.29205894;0.00058470;-0.32655510
12.0;36.33889389;-13.51382256;0.00059159;-0.35603529
13.0;36.39299774;-14.77785873;0.00059935;-0.38572237
14.0;36.43167877;-16.08455658;0.00060767;-0.41576222
15.0;36.51482773;-17.39775848;0.00061718;-0.44463673
16.0;36.58602142;-18.80333710;0.00062767;-0.47474417
17.0;36.67238998;-20.24197960;0.00063916;-0.50435275
18.0;36.73371124;-21.71533012;0.00065113;-0.53389072
19.0;36.81979752;-23.31969261;0.00066503;-0.56457883
20.0;36.91837692;-24.90763092;0.00067955;-0.59352124
21.0;37.01743317;-26.60530472;0.00069560;-0.62318194
22.0;37.14132690;-28.40291023;0.00071345;-0.65285885
23.0;37.26933289;-30.29961205;0.00073291;-0.68261194
24.0;37.40633392;-32.28365707;0.00075396;-0.71202350
25.0;37.54375076;-34.40813828;0.00077707;-0.74184644
26.0;37.71694946;-36.68482971;0.00080284;-0.77152681
27.0;37.88353729;-39.10483551;0.00083078;-0.80126023
28.0;38.08907318;-41.71272278;0.00086192;-0.83077514
29.0;38.30200958;-44.52413559;0.00089618;-0.86038005
30.0;38.53052139;-47.60853577;0.00093455;-0.89039850
31.0;38.79730225;-50.94131470;0.00097707;-0.91990751
32.0;39.09053040;-54.61217117;0.00102479;-0.94955528
33.0;39.41769028;-58.67501450;0.00107858;-0.97925043
34.0;39.79139328;-63.16925430;0.00113918;-1.00866890
35.0;40.20264816;-68.26230621;0.00120882;-1.03854620
36.0;40.68072510;-74.01638794;0.00128874;-1.06824660
37.0;41.22208405;-80.58728027;0.00138120;-1.09797442
38.0;41.86510849;-88.18710327;0.00148956;-1.12756789
39.0;42.62520981;-97.13931274;0.00161865;-1.15729117
40.0;43.52445984;-107.77221680;0.00177352;-1.18697023
41.0;44.64068985;-120.69077301;0.00196353;-1.21652496
42.0;46.01116180;-136.76620483;0.00220182;-1.24626851
43.0;47.78447723;-157.31085205;0.00250867;-1.27589512
44.0;50.14599228;-184.57438660;0.00291847;-1.30551517
45.0;53.40921783;-222.52400208;0.00349188;-1.33523667
46.0;58.28151703;-279.19711304;0.00435204;-1.36500466
47.0;66.43399048;-373.07333374;0.00578220;-1.39457130
