Frequency;Real;Imaginary;Amplitude;Angle
0.0;393188.00000000;0.00000000;2.99978638;0.00000000
1.0;72.05870056;-2.13882780;0.00055001;-0.02967303
2.0;72.07006836;-4.28165579;0.00055082;-0.05933988
3.0;72.08874512;-6.43425369;0.00055218;-0.08901874
4.0;72.11517334;-8.59990311;0.00055409;-0.11869182
5.0;72.14935303;-10.78364372;0.00055657;-0.14836451
6.0;72.19164276;-12.99023056;0.00055962;-0.17803571
7.0;72.24150085;-15.22491837;0.00056327;-0.20771070
8.0;72.29989624;-17.49263191;0.00056752;-0.23738368
9.0;72.36681366;-19.79895401;0.00057241;-0.26705638
10.0;72.44261169;-22.14962006;0.00057795;-0.29672733
11.0;72.52751160;-24.55129814;0.00058418;-0.32640243
12.0;72.62204742;-27.01024246;0.00059114;-0.35607553
13.0;72.72663879;-29.53382874;0.00059887;-0.38574848
14.0;72.84099579;-32.13024521;0.00060740;-0.41542903
15.0;72.96812439;-34.80716705;0.00061680;-0.44509420
16.0;73.10633850;-37.57499695;0.00062712;-0.47476679
17.0;73.25717163;-40.44395447;0.00063843;-0.50444013
18.0;73.42260742;-43.42522430;0.00065081;-0.53410321
19.0;73.60038757;-46.53286743;0.00066434;-0.56378633
20.0;73.79499817;-49.78037643;0.00067914;-0.59345871
21.0;74.00654602;-53.18463898;0.00069530;-0.62313193
22.0;74.23692322;-56.76401520;0.00071298;-0.65280074
23.0;74.48717499;-60.54073715;0.00073232;-0.68247753
24.0;74.75990295;-64.53836060;0.00075351;-0.71215063
25.0;75.05738831;-68.78549957;0.00077674;-0.74182343
26.0;75.38262939;-73.31483459;0.00080227;-0.77149302
27.0;75.73800659;-78.16543579;0.00083038;-0.80116928
28.0;76.12832642;-83.38214111;0.00086142;-0.83084232
29.0;76.55783081;-89.01894379;0.00089578;-0.86051536
30.0;77.03172302;-95.14014435;0.00093396;-0.89018929
31.0;77.55773926;-101.82444763;0.00097655;-0.91986126
32.0;78.14305878;-109.16635132;0.00102426;-0.94953406
33.0;78.79811859;-117.28350067;0.00107800;-0.97920680
34.0;79.53585815;-126.32144165;0.00113888;-1.00887394
35.0;80.37136078;-136.46911621;0.00120832;-1.03855300
36.0;81.32618713;-147.96136475;0.00128814;-1.06822586
37.0;82.42697144;-161.11080933;0.00138071;-1.09789860
38.0;83.70949554;-176.33178711;0.00148920;-1.12757063
39.0;85.22268677;-194.19088745;0.00161795;-1.15724468
40.0;87.03495789;-215.47723389;0.00177300;-1.18691766
41.0;89.24497986;-241.33172607;0.00196308;-1.21659052
42.0;92.00177002;-273.46328735;0.00220127;-1.24625969
43.0;95.53381348;-314.55279541;0.00250809;-1.27593648
44.0;100.23081207;-369.06097412;0.00291770;-1.30560935
45.0;106.78446960;-444.99627686;0.00349143;-1.33528244
46.0;116.57411194;-558.31817627;0.00435149;-1.36495841
47.0;132.81356812;-746.08764648;0.00578168;-1.39462841
48.0;165.02944946;-1118.44799805;0.00862547;-1.42430115
49.0;259.87164307;-2214.37451172;0.01701028;-1.45397401
50.0;7253.78808594;-83023.29687500;0.63583052;-1.48364711
51.0;-135.28927612;2351.23242188;0.01796815;1.62827265
52.0;-32.29250336;1161.16247559;0.00886239;1.59859967
53.0;1.44205475;771.38098145;0.00588518;1.56892693
54.0;18.22233391;577.51708984;0.00440830;1.53925395
55.0;28.27862358;461.37475586;0.00352662;1.50958085
56.0;34.98928833;383.90942383;0.00294114;1.47990799
57.0;39.79504395;328.48043823;0.00252443;1.45023501
58.0;43.41213989;286.79443359;0.00221299;1.42056656
59.0;46.24254608;254.25628662;0.00197164;1.39088905
60.0;48.52037048;228.11251831;0.00177929;1.36121607
61.0;50.39833069;206.61395264;0.00162256;1.33154333
62.0;51.97824860;188.59478760;0.00149251;1.30186486
63.0;53.32726288;173.25183105;0.00138301;1.27219713
64.0;54.49766541;160.00711060;0.00128962;1.24252439
65.0;55.52517700;148.43988037;0.00120914;1.21285152
66.0;56.43673706;138.23291016;0.00113914;1.18317866
67.0;57.25459290;129.14753723;0.00107780;1.15350544
68.0;57.99367905;120.99267578;0.00102366;1.12383270
69.0;58.66733551;113.62078857;0.00097559;1.09415972
70.0;59.28601837;106.91287231;0.00093270;1.06448460
71.0;59.85754395;100.77339935;0.00089424;1.03481388
72.0;60.38925171;95.12274170;0.00085963;1.00514090
73.0;60.88667297;89.89603424;0.00082836;0.97546756
74.0;61.35417175;85.03874969;0.00080003;0.94579601
75.0;61.79648590;80.50545502;0.00077430;0.91612214
