FileName;SamplingFreq;SamplesQty;Replica;TimeTag;Time(ns)
./test/square_50Hz.txt;65536;65536;0;Time_0;17655877204868
./test/square_50Hz.txt;65536;65536;0;Time_1;17655877218627
./test/square_50Hz.txt;65536;65536;0;Time_2;17655884221720
./test/square_50Hz.txt;65536;65536;0;Time_3;17655884355120
./test/square_50Hz.txt;65536;65536;0;Time_4;17788624205545
./test/square_50Hz.txt;65536;65536;0;Time_5;17788624314569
./test/square_50Hz.txt;65536;65536;0;Time_6;17788656937976
./test/square_50Hz.txt;65536;65536;0;Time_7;17655884362663
./test/square_50Hz.txt;65536;65536;0;Time_8;17655884363641
./test/square_50Hz.txt;65536;65536;0;Delta Time_1->2;007003093
./test/square_50Hz.txt;65536;65536;0;Delta Time_0->3;007150252
./test/square_50Hz.txt;65536;65536;0;Delta Time_3->4;132739850425
./test/square_50Hz.txt;65536;65536;0;Delta Time_5->6;032623407
./test/square_50Hz.txt;65536;65536;0;Delta Time_7->10;132739840437
./test/square_50Hz.txt;65536;65536;0;Delta Time_8->9;000968793
./test/square_50Hz.txt;65536;65536;1;Time_0;17788657028493
./test/square_50Hz.txt;65536;65536;1;Time_1;17788657032264
./test/square_50Hz.txt;65536;65536;1;Time_2;17788664207085
./test/square_50Hz.txt;65536;65536;1;Time_3;17788664212393
./test/square_50Hz.txt;65536;65536;1;Time_4;17921486447840
./test/square_50Hz.txt;65536;65536;1;Time_5;17788624314569
./test/square_50Hz.txt;65536;65536;1;Time_6;17788656937976
./test/square_50Hz.txt;65536;65536;1;Time_7;17788664219587
./test/square_50Hz.txt;65536;65536;1;Time_8;17788664221054
./test/square_50Hz.txt;65536;65536;1;Delta Time_1->2;007174821
./test/square_50Hz.txt;65536;65536;1;Delta Time_0->3;007183900
./test/square_50Hz.txt;65536;65536;1;Delta Time_3->4;132822235447
./test/square_50Hz.txt;65536;65536;1;Delta Time_5->6;032623407
./test/square_50Hz.txt;65536;65536;1;Delta Time_7->10;132822226298
./test/square_50Hz.txt;65536;65536;1;Delta Time_8->9;000981572
./test/square_50Hz.txt;65536;65536;2;Time_0;17921486516147
./test/square_50Hz.txt;65536;65536;2;Time_1;17921486519429
./test/square_50Hz.txt;65536;65536;2;Time_2;17921493747249
./test/square_50Hz.txt;65536;65536;2;Time_3;17921493752976
./test/square_50Hz.txt;65536;65536;2;Time_4;18054661556273
./test/square_50Hz.txt;65536;65536;2;Time_5;17788624314569
./test/square_50Hz.txt;65536;65536;2;Time_6;17788656937976
./test/square_50Hz.txt;65536;65536;2;Time_7;17921493761776
./test/square_50Hz.txt;65536;65536;2;Time_8;17921493763173
./test/square_50Hz.txt;65536;65536;2;Delta Time_1->2;007227820
./test/square_50Hz.txt;65536;65536;2;Delta Time_0->3;007236829
./test/square_50Hz.txt;65536;65536;2;Delta Time_3->4;133167803297
./test/square_50Hz.txt;65536;65536;2;Delta Time_5->6;032623407
./test/square_50Hz.txt;65536;65536;2;Delta Time_7->10;133167791633
./test/square_50Hz.txt;65536;65536;2;Delta Time_8->9;000950141
./test/square_50Hz.txt;65536;65536;3;Time_0;18054661642808
./test/square_50Hz.txt;65536;65536;3;Time_1;18054661647627
./test/square_50Hz.txt;65536;65536;3;Time_2;18054668830738
./test/square_50Hz.txt;65536;65536;3;Time_3;18054668833601
./test/square_50Hz.txt;65536;65536;3;Time_4;18187695414298
./test/square_50Hz.txt;65536;65536;3;Time_5;17788624314569
./test/square_50Hz.txt;65536;65536;3;Time_6;17788656937976
./test/square_50Hz.txt;65536;65536;3;Time_7;18054668838351
./test/square_50Hz.txt;65536;65536;3;Time_8;18054668839328
./test/square_50Hz.txt;65536;65536;3;Delta Time_1->2;007183111
./test/square_50Hz.txt;65536;65536;3;Delta Time_0->3;007190793
./test/square_50Hz.txt;65536;65536;3;Delta Time_3->4;133026580697
./test/square_50Hz.txt;65536;65536;3;Delta Time_5->6;032623407
./test/square_50Hz.txt;65536;65536;3;Delta Time_7->10;133026573992
./test/square_50Hz.txt;65536;65536;3;Delta Time_8->9;000960617
./test/square_50Hz.txt;65536;65536;4;Time_0;18187695498528
./test/square_50Hz.txt;65536;65536;4;Time_1;18187695501951
./test/square_50Hz.txt;65536;65536;4;Time_2;18187702723887
./test/square_50Hz.txt;65536;65536;4;Time_3;18187702728217
./test/square_50Hz.txt;65536;65536;4;Time_4;18321121968853
./test/square_50Hz.txt;65536;65536;4;Time_5;17788624314569
./test/square_50Hz.txt;65536;65536;4;Time_6;17788656937976
./test/square_50Hz.txt;65536;65536;4;Time_7;18187702734992
./test/square_50Hz.txt;65536;65536;4;Time_8;18187702735969
./test/square_50Hz.txt;65536;65536;4;Delta Time_1->2;007221936
./test/square_50Hz.txt;65536;65536;4;Delta Time_0->3;007229689
