Frequency;Real;Imaginary;Amplitude;Angle
0.0;196544.00000000;0.00000000;2.99902344;0.00000000
1.0;36.05682373;-1.07022762;0.00055043;-0.02967298
2.0;36.06248474;-2.14245772;0.00055124;-0.05933985
3.0;36.07177734;-3.21957088;0.00055260;-0.08901868
4.0;36.08494568;-4.30321407;0.00055451;-0.11869181
5.0;36.10196686;-5.39590073;0.00055699;-0.14836451
6.0;36.12303162;-6.50001192;0.00056005;-0.17803572
7.0;36.14785767;-7.61817217;0.00056369;-0.20771070
8.0;36.17694092;-8.75284576;0.00056794;-0.23738365
9.0;36.21026611;-9.90682602;0.00057283;-0.26705641
10.0;36.24801636;-11.08297729;0.00057838;-0.29672733
11.0;36.29030609;-12.28463745;0.00058461;-0.32640246
12.0;36.33739471;-13.51492977;0.00059157;-0.35607556
13.0;36.38949585;-14.77754402;0.00059930;-0.38574848
14.0;36.44646454;-16.07657242;0.00060783;-0.41542894
15.0;36.50979996;-17.41586304;0.00061723;-0.44509426
16.0;36.57865906;-18.80060196;0.00062755;-0.47476685
17.0;36.65381622;-20.23590469;0.00063887;-0.50444013
18.0;36.73625565;-21.72736359;0.00065125;-0.53410310
19.0;36.82484818;-23.28202057;0.00066479;-0.56378633
20.0;36.92184448;-24.90660477;0.00067958;-0.59345859
21.0;37.02727509;-26.60957146;0.00069576;-0.62313199
22.0;37.14211273;-28.40009499;0.00071344;-0.65280080
23.0;37.26686859;-30.28929138;0.00073278;-0.68247753
24.0;37.40283966;-32.28894043;0.00075397;-0.71215063
25.0;37.55117416;-34.41335297;0.00077721;-0.74182343
26.0;37.71336365;-36.67886353;0.00080274;-0.77149302
27.0;37.89059448;-39.10500717;0.00083085;-0.80116934
28.0;38.08529282;-41.71421051;0.00086189;-0.83084232
29.0;38.29954910;-44.53345871;0.00089626;-0.86051530
30.0;38.53597260;-47.59491348;0.00093444;-0.89018935
31.0;38.79844666;-50.93791962;0.00097704;-0.91986120
32.0;39.09053802;-54.60973358;0.00102476;-0.94953406
33.0;39.41748047;-58.66916656;0.00107851;-0.97920680
34.0;39.78573608;-63.18900299;0.00113939;-1.00887406
35.0;40.20285034;-68.26371002;0.00120884;-1.03855300
36.0;40.67959595;-74.01069641;0.00128866;-1.06822586
37.0;41.22929001;-80.58628845;0.00138124;-1.09789860
38.0;41.86982727;-88.19766235;0.00148974;-1.12757063
39.0;42.62566376;-97.12808990;0.00161850;-1.15724468
40.0;43.53102112;-107.77215576;0.00177355;-1.18691766
41.0;44.63521576;-120.70027161;0.00196364;-1.21659052
42.0;46.01276398;-136.76693726;0.00220184;-1.24625969
43.0;47.77789307;-157.31259155;0.00250867;-1.27593648
44.0;50.12547302;-184.56756592;0.00291829;-1.30560935
45.0;53.40134048;-222.53607178;0.00349203;-1.33528244
46.0;58.29515457;-279.19787598;0.00435209;-1.36495841
47.0;66.41383362;-373.08343506;0.00578230;-1.39462841
