FileName;SamplingFreq;SamplesQty;Replica;TimeTag;Time(ns)
./test/square_50Hz.txt;65536;65536;0;Time_0;14340110152351
./test/square_50Hz.txt;65536;65536;0;Time_1;14340110159964
./test/square_50Hz.txt;65536;65536;0;Time_2;14340126594322
./test/square_50Hz.txt;65536;65536;0;Time_3;14340126601935
./test/square_50Hz.txt;65536;65536;0;Time_4;14473595900384
./test/square_50Hz.txt;65536;65536;0;Time_5;14473596050965
./test/square_50Hz.txt;65536;65536;0;Time_6;14473629008778
./test/square_50Hz.txt;65536;65536;0;Time_7;14340126611294
./test/square_50Hz.txt;65536;65536;0;Time_8;14340126612760
./test/square_50Hz.txt;65536;65536;0;Delta Time_1->2;016434358
./test/square_50Hz.txt;65536;65536;0;Delta Time_0->3;016449584
./test/square_50Hz.txt;65536;65536;0;Delta Time_3->4;133469298449
./test/square_50Hz.txt;65536;65536;0;Delta Time_5->6;032957813
./test/square_50Hz.txt;65536;65536;0;Delta Time_7->10;133469287204
./test/square_50Hz.txt;65536;65536;0;Delta Time_8->9;002270589
./test/square_50Hz.txt;65536;65536;1;Time_0;14473629113263
./test/square_50Hz.txt;65536;65536;1;Time_1;14473629117104
./test/square_50Hz.txt;65536;65536;1;Time_2;14473636309859
./test/square_50Hz.txt;65536;65536;1;Time_3;14473636315447
./test/square_50Hz.txt;65536;65536;1;Time_4;14607606007037
./test/square_50Hz.txt;65536;65536;1;Time_5;14607606046917
./test/square_50Hz.txt;65536;65536;1;Time_6;14607639038379
./test/square_50Hz.txt;65536;65536;1;Time_7;14473636323549
./test/square_50Hz.txt;65536;65536;1;Time_8;14473636324945
./test/square_50Hz.txt;65536;65536;1;Delta Time_1->2;007192755
./test/square_50Hz.txt;65536;65536;1;Delta Time_0->3;007202184
./test/square_50Hz.txt;65536;65536;1;Delta Time_3->4;133969691590
./test/square_50Hz.txt;65536;65536;1;Delta Time_5->6;032991462
./test/square_50Hz.txt;65536;65536;1;Delta Time_7->10;133969682021
./test/square_50Hz.txt;65536;65536;1;Delta Time_8->9;000957335
./test/square_50Hz.txt;65536;65536;2;Time_0;14607639096278
./test/square_50Hz.txt;65536;65536;2;Time_1;14607639100609
./test/square_50Hz.txt;65536;65536;2;Time_2;14607646338688
./test/square_50Hz.txt;65536;65536;2;Time_3;14607646355730
./test/square_50Hz.txt;65536;65536;2;Time_4;14741719260113
./test/square_50Hz.txt;65536;65536;2;Time_5;14741719292451
./test/square_50Hz.txt;65536;65536;2;Time_6;14741760046984
./test/square_50Hz.txt;65536;65536;2;Time_7;14607646394004
./test/square_50Hz.txt;65536;65536;2;Time_8;14607646395470
./test/square_50Hz.txt;65536;65536;2;Delta Time_1->2;007238079
./test/square_50Hz.txt;65536;65536;2;Delta Time_0->3;007259452
./test/square_50Hz.txt;65536;65536;2;Delta Time_3->4;134072904383
./test/square_50Hz.txt;65536;65536;2;Delta Time_5->6;040754533
./test/square_50Hz.txt;65536;65536;2;Delta Time_7->10;134072864643
./test/square_50Hz.txt;65536;65536;2;Delta Time_8->9;000963969
./test/square_50Hz.txt;65536;65536;3;Time_0;14741760101601
./test/square_50Hz.txt;65536;65536;3;Time_1;14741760105931
./test/square_50Hz.txt;65536;65536;3;Time_2;14741767345684
./test/square_50Hz.txt;65536;65536;3;Time_3;14741767349526
./test/square_50Hz.txt;65536;65536;3;Time_4;14875255158665
