Frequency;Real;Imaginary;Amplitude;Angle
0.0;49036.00000000;0.00000000;2.99291992;0.00000000
1.0;85.05957031;1.30468750;0.00519223;0.01533731
2.0;85.13629913;2.61523438;0.00519876;0.03070855
3.0;85.29589844;3.92016602;0.00521154;0.04592729
4.0;85.47509003;5.25128794;0.00522682;0.06135935
5.0;85.72448730;6.58679199;0.00524763;0.07668608
6.0;86.03189850;7.94482422;0.00527331;0.09208625
7.0;86.40429688;9.31420898;0.00530425;0.10738332
8.0;86.83755493;10.70970535;0.00534030;0.12271069
9.0;87.33636475;12.13146973;0.00538177;0.13802196
10.0;87.89312744;13.58679199;0.00542829;0.15336916
11.0;88.52386475;15.08001709;0.00548090;0.16873005
12.0;89.23020172;16.61141396;0.00553975;0.18405661
13.0;90.01062012;18.18829346;0.00560485;0.19938353
14.0;90.87274170;19.81787109;0.00567680;0.21472181
15.0;91.82186890;21.50610352;0.00575603;0.23006837
16.0;92.86001587;23.25744247;0.00584279;0.24540874
17.0;93.99871826;25.08105469;0.00593795;0.26074868
18.0;95.24275208;26.98364258;0.00604196;0.27607948
19.0;96.60314941;28.97756958;0.00615574;0.29142475
20.0;98.08454132;31.06845474;0.00627975;0.30675370
21.0;99.70495605;33.27139282;0.00641539;0.32207915
22.0;101.46916962;35.60107422;0.00656332;0.33743727
23.0;103.40008545;38.07086182;0.00672522;0.35278681
24.0;105.50816345;40.69369125;0.00690209;0.36811167
25.0;107.81732178;43.49690247;0.00709599;0.38346106
26.0;110.34957886;46.49981689;0.00730876;0.39880595
27.0;113.13211060;49.72796631;0.00754266;0.41413534
28.0;116.19919586;53.21655273;0.00780063;0.42946771
29.0;119.58575439;57.00097656;0.00808569;0.44479662
30.0;123.34086609;61.13098145;0.00840203;0.46014255
31.0;127.52006531;65.65945435;0.00875435;0.47549254
32.0;132.18879700;70.64599609;0.00914810;0.49081272
33.0;137.43472290;76.18655396;0.00959101;0.50617468
34.0;143.35926819;82.36999512;0.01009144;0.52151138
35.0;150.09651184;89.33025360;0.01066088;0.53684723
36.0;157.81463623;97.23185730;0.01131367;0.55218410
37.0;166.73562622;106.29139709;0.01206871;0.56752670
38.0;177.14993286;116.79217529;0.01295075;0.58287436
39.0;189.45588684;129.11677551;0.01399352;0.59821099
40.0;204.20291138;143.80271912;0.01524390;0.61354911
41.0;222.18106079;161.62110901;0.01676921;0.62889898
42.0;244.56074524;183.70144653;0.01866880;0.64423579
43.0;273.16098022;211.81814575;0.02109768;0.65958077
44.0;310.96194458;248.86459351;0.02430938;0.67492729
45.0;363.20629883;299.93167114;0.02874994;0.69026917
46.0;440.07177734;374.90573120;0.03528537;0.70560735
47.0;564.22143555;495.81359863;0.04584455;0.72095394
48.0;798.48535156;723.68603516;0.06577371;0.73629779
49.0;1405.51123047;1313.69006348;0.11742319;0.75164330
50.0;6725.25781250;6482.09326172;0.57010436;0.76698893
51.0;-2287.88671875;-2273.91162109;0.19688071;-2.35925794
52.0;-955.09576416;-978.84753418;0.08347214;-2.34391356
53.0;-594.40093994;-628.18969727;0.05278517;-2.32856441
54.0;-426.52502441;-464.85595703;0.03850611;-2.31321931
55.0;-329.49575806;-370.36013794;0.03025609;-2.29787111
56.0;-266.29003906;-308.72979736;0.02488442;-2.28252244
57.0;-221.86032104;-265.34716797;0.02111068;-2.26717305
58.0;-188.92953491;-233.14389038;0.01831568;-2.25182009
59.0;-163.54713440;-208.27731323;0.01616304;-2.23647070
60.0;-143.39265442;-188.49621582;0.01445545;-2.22112226
61.0;-126.99896240;-172.37538147;0.01306808;-2.20576859
62.0;-113.40875244;-158.98428345;0.01191946;-2.19041467
63.0;-101.95998383;-147.67863464;0.01095319;-2.17506242
64.0;-92.18384552;-138.00500488;0.01012949;-2.15970397
65.0;-83.73680115;-129.62287903;0.00941880;-2.14435673
66.0;-76.36901855;-122.29914856;0.00880035;-2.12899590
67.0;-69.88191986;-115.83668518;0.00825705;-2.11362386
68.0;-64.13002777;-110.08959961;0.00777627;-2.09826803
69.0;-58.99318695;-104.94391632;0.00734794;-2.08291245
70.0;-54.37645721;-100.30879211;0.00696407;-2.06754684
71.0;-50.20451736;-96.10971069;0.00661818;-2.05217671
72.0;-46.41698456;-92.28586578;0.00630503;-2.03681684
73.0;-42.95928192;-88.78653717;0.00602011;-2.02143979
74.0;-39.79191208;-85.57040405;0.00575989;-2.00607014
75.0;-36.87796783;-82.60076904;0.00552119;-1.99070275
76.0;-34.18636322;-79.85070801;0.00530158;-1.97531390
77.0;-31.69301033;-77.29301453;0.00509878;-1.95992541
78.0;-29.37543869;-74.90255737;0.00491070;-1.94454503
79.0;-27.21445465;-72.66378784;0.00473589;-1.92915106
80.0;-25.19315720;-70.55776978;0.00457279;-1.91374421
81.0;-23.29967117;-68.56886292;0.00442013;-1.89835513
82.0;-21.51753616;-66.68130493;0.00427656;-1.88293946
83.0;-19.83629990;-64.88528442;0.00414122;-1.86748648
84.0;-18.25079346;-63.16351318;0.00401290;-1.85208046
85.0;-16.74677277;-61.50383759;0.00389057;-1.83663976
86.0;-15.31883240;-59.89839172;0.00377357;-1.82117653
87.0;-13.95918274;-58.32800293;0.00366059;-1.80570030
88.0;-12.66108704;-56.77944183;0.00355066;-1.79019415
89.0;-11.41761780;-55.23056412;0.00344228;-1.77465117
90.0;-10.22421455;-53.66308594;0.00333425;-1.75906587
91.0;-9.07448959;-52.04171753;0.00322430;-1.74343014
92.0;-7.96317673;-50.32733917;0.00310995;-1.72772300
93.0;-6.88622570;-48.45343018;0.00298708;-1.71197140
94.0;-5.82380962;-46.32675171;0.00284982;-1.69585192
95.0;-4.77694702;-43.77232361;0.00268751;-1.67949784
96.0;-3.72423172;-40.47549438;0.00248086;-1.66254997
97.0;-2.62871456;-35.76145935;0.00218860;-1.64417124
98.0;-1.40663147;-27.88993835;0.00170443;-1.62118876
99.0;0.25314331;-10.52917480;0.00064284;-1.54675889
100.0;5.02457809;71.79795837;0.00439292;1.50092804
101.0;-6.49061584;-183.27142334;0.01119301;-1.60619688
102.0;-1.41834641;-94.04438782;0.00574067;-1.58587682
103.0;0.19375610;-76.26703644;0.00465499;-1.56825578
104.0;1.31516361;-68.45846558;0.00417914;-1.55158758
105.0;2.26559448;-63.97032166;0.00390689;-1.53539479
106.0;3.13501740;-61.00378418;0.00372829;-1.51945090
107.0;3.95849228;-58.86994171;0.00360125;-1.50365603
108.0;4.75182819;-57.24752045;0.00350613;-1.48798120
109.0;5.52729416;-55.96591187;0.00343251;-1.47235382
110.0;6.28956604;-54.92827606;0.00337446;-1.45678782
111.0;7.04453659;-54.07448578;0.00332833;-1.44125116
112.0;7.79555321;-53.36482239;0.00329170;-1.42574191
113.0;8.54174042;-52.77217865;0.00326288;-1.41032732
114.0;9.29720306;-52.28019714;0.00324099;-1.39480209
115.0;10.05432129;-51.87568665;0.00322516;-1.37935424
116.0;10.81707191;-51.54851913;0.00321480;-1.36395490
117.0;11.59465599;-51.29457092;0.00320976;-1.34849167
118.0;12.38369560;-51.10877991;0.00320970;-1.33307707
119.0;13.19032288;-50.98780823;0.00321450;-1.31765044
120.0;14.01698303;-50.93200684;0.00322422;-1.30223513
121.0;14.86602783;-50.93964386;0.00323880;-1.28684604
122.0;15.74382782;-51.01241302;0.00325846;-1.27144337
123.0;16.65431976;-51.15360260;0.00328347;-1.25604475
124.0;17.60173798;-51.36377716;0.00331397;-1.24065053
