Frequency;Real;Imaginary;Amplitude;Angle
0.0;49036.00000000;0.00000000;2.99291992;0.00000000
1.0;85.05664062;1.31085205;0.00519206;0.01541030
2.0;85.13159180;2.60763550;0.00519846;0.03062107
3.0;85.28173828;3.93200684;0.00521071;0.04607345
4.0;85.47644043;5.24707031;0.00522689;0.06130923
5.0;85.72412109;6.58901978;0.00524762;0.07671224
6.0;86.03686523;7.94158936;0.00527360;0.09204368
7.0;86.40673828;9.31274414;0.00530439;0.10736355
8.0;86.83850098;10.70971680;0.00534036;0.12270949
9.0;87.33384705;12.13696289;0.00538166;0.13808760
10.0;87.89559937;13.59069824;0.00542847;0.15340832
11.0;88.52429199;15.07815552;0.00548091;0.16870882
12.0;89.23132324;16.61073303;0.00553981;0.18404697
13.0;90.00830078;18.18667984;0.00560469;0.19937129
14.0;90.87615967;19.81650543;0.00567698;0.21469964
15.0;91.82168579;21.50897217;0.00575606;0.23009843
16.0;92.85913086;23.25682068;0.00584273;0.24540469
17.0;94.00034332;25.07911110;0.00593801;0.26072508
18.0;95.24250031;26.98202515;0.00604191;0.27606446
19.0;96.60108948;28.97716141;0.00615561;0.29142672
20.0;98.08450317;31.06656265;0.00627971;0.30673626
21.0;99.70379639;33.27236938;0.00641534;0.32209146
22.0;101.46929932;35.60242462;0.00656335;0.33744872
23.0;103.39802551;38.07025146;0.00672509;0.35278806
24.0;105.50721741;40.69299316;0.00690202;0.36810893
25.0;107.81561279;43.49432373;0.00709584;0.38344598
26.0;110.34971619;46.49563599;0.00730866;0.39877334
27.0;113.13506317;49.72686768;0.00754280;0.41411757
28.0;116.19854736;53.21685791;0.00780060;0.42947200
29.0;119.58718872;57.00363159;0.00808584;0.44481006
30.0;123.34077454;61.13189697;0.00840205;0.46014881
31.0;127.51869202;65.65827942;0.00875424;0.47548965
32.0;132.18724060;70.64706421;0.00914804;0.49082389
33.0;137.43438721;76.18540192;0.00959096;0.50616926
34.0;143.35882568;82.36811829;0.01009136;0.52150285
35.0;150.09655762;89.33003235;0.01066087;0.53684604
36.0;157.81500244;97.23164368;0.01131368;0.55218208
37.0;166.73452759;106.29241180;0.01206869;0.56753403
38.0;177.14886475;116.79223633;0.01295070;0.58287734
39.0;189.45629883;129.11791992;0.01399358;0.59821409
40.0;204.20394897;143.80361938;0.01524398;0.61354965
41.0;222.17933655;161.62084961;0.01676912;0.62890190
42.0;244.56140137;183.70297241;0.01866888;0.64423847
43.0;273.16186523;211.81744385;0.02109769;0.65957761
44.0;310.96301270;248.86276245;0.02430937;0.67492199
45.0;363.20605469;299.92974854;0.02874986;0.69026637
46.0;440.07165527;374.90728760;0.03528542;0.70560956
47.0;564.21990967;495.81329346;0.04584447;0.72095501
48.0;798.48223877;723.68640137;0.06577358;0.73629999
49.0;1405.50891113;1313.68908691;0.11742305;0.75164372
50.0;6725.25976562;6482.09423828;0.57010448;0.76698887
51.0;-2287.88354492;-2273.90869141;0.19688046;-2.35925794
52.0;-955.09484863;-978.84796143;0.08347212;-2.34391284
53.0;-594.40014648;-628.18774414;0.05278505;-2.32856536
54.0;-426.52713013;-464.85839844;0.03850630;-2.31321907
55.0;-329.49441528;-370.35943604;0.03025600;-2.29786992
56.0;-266.28936768;-308.72985840;0.02488440;-2.28252101
57.0;-221.85993958;-265.34835815;0.02111072;-2.26716995
58.0;-188.92890930;-233.14204407;0.01831556;-2.25182223
59.0;-163.54763794;-208.27688599;0.01616304;-2.23647308
60.0;-143.39266968;-188.49729919;0.01445550;-2.22111964
61.0;-126.99969482;-172.37625122;0.01306815;-2.20576906
62.0;-113.40881348;-158.98510742;0.01191950;-2.19041252
63.0;-101.95874786;-147.67808533;0.01095312;-2.17505836
64.0;-92.18173218;-138.00386047;0.01012936;-2.15969706
65.0;-83.73651886;-129.62435913;0.00941887;-2.14435005
66.0;-76.36831665;-122.29936218;0.00880034;-2.12899113
67.0;-69.88191223;-115.83491516;0.00825696;-2.11363053
68.0;-64.13031769;-110.08865356;0.00777623;-2.09827375
69.0;-58.99401855;-104.94454956;0.00734800;-2.08291578
70.0;-54.37685776;-100.30968475;0.00696413;-2.06754613
