Frequency;Real;Imaginary;Amplitude;Angle
0.0;49036.00000000;0.00000000;2.99291992;0.00000000
1.0;85.05419922;1.30615234;0.00519191;0.01535550
2.0;85.13653564;2.61181641;0.00519877;0.03066836
3.0;85.29052734;3.92431641;0.00521123;0.04597874
4.0;85.48095703;5.25512695;0.00522719;0.06139989
5.0;85.72045898;6.59008789;0.00524740;0.07672790
6.0;86.03613281;7.93981934;0.00527354;0.09202406
7.0;86.40954590;9.31298828;0.00530456;0.10736288
8.0;86.83874512;10.70764160;0.00534036;0.12268561
9.0;87.33523560;12.13769531;0.00538175;0.13809367
10.0;87.89605713;13.58599854;0.00542846;0.15335530
11.0;88.52804565;15.08268356;0.00548118;0.16875151
12.0;89.22998047;16.60995483;0.00553972;0.18404125
13.0;90.01239014;18.18875122;0.00560496;0.19938459
14.0;90.87573242;19.81817627;0.00567698;0.21471818
15.0;91.81976318;21.50585938;0.00575590;0.23007095
16.0;92.86309814;23.25787354;0.00584298;0.24540530
17.0;94.00177002;25.08007812;0.00593811;0.26073089
18.0;95.24224854;26.98568726;0.00604196;0.27610075
19.0;96.60458374;28.97662354;0.00615581;0.29141167
20.0;98.08370209;31.06994629;0.00627973;0.30676997
21.0;99.70371246;33.27102661;0.00641531;0.32207960
22.0;101.46827698;35.60167313;0.00656328;0.33744526
23.0;103.39849854;38.07051086;0.00672513;0.35278878
24.0;105.50848389;40.69271851;0.00690209;0.36810264
25.0;107.81851196;43.49481201;0.00709601;0.38344055
26.0;110.35040283;46.49749756;0.00730875;0.39878544
27.0;113.13500977;49.72644043;0.00754278;0.41411459
28.0;116.19915771;53.21629333;0.00780062;0.42946601
29.0;119.58709717;57.00133133;0.00808577;0.44479468
30.0;123.34136963;61.13125610;0.00840207;0.46014273
31.0;127.52011108;65.65847778;0.00875433;0.47548634
32.0;132.18804932;70.64775085;0.00914811;0.49082541
33.0;137.43286133;76.18557739;0.00959088;0.50617498
34.0;143.35980225;82.36831665;0.01009142;0.52150095
35.0;150.09536743;89.33065796;0.01066083;0.53685260
36.0;157.81469727;97.23208618;0.01131368;0.55218494
37.0;166.73547363;106.29064941;0.01206868;0.56752390
38.0;177.14996338;116.79333496;0.01295079;0.58287883
39.0;189.45515442;129.11790466;0.01399352;0.59821683
40.0;204.20301819;143.80401611;0.01524395;0.61355311
41.0;222.18161011;161.61894226;0.01676916;0.62889141
42.0;244.56120300;183.70190430;0.01866884;0.64423609
43.0;273.16162109;211.81883240;0.02109773;0.65958118
44.0;310.96316528;248.86160278;0.02430933;0.67491949
45.0;363.20416260;299.93420410;0.02874994;0.69027621
46.0;440.07415771;374.90734863;0.03528554;0.70560682
47.0;564.21777344;495.81304932;0.04584436;0.72095662
48.0;798.48413086;723.68475342;0.06577360;0.73629767
49.0;1405.50939941;1313.68981934;0.11742310;0.75164384
50.0;6725.25585938;6482.09423828;0.57010430;0.76698917
51.0;-2287.88452148;-2273.90966797;0.19688053;-2.35925794
52.0;-955.09472656;-978.84753418;0.08347210;-2.34391308
53.0;-594.40020752;-628.18676758;0.05278501;-2.32856631
54.0;-426.52655029;-464.85748291;0.03850624;-2.31321931
55.0;-329.49417114;-370.35772705;0.03025591;-2.29787183
56.0;-266.28955078;-308.72982788;0.02488440;-2.28252149
57.0;-221.86053467;-265.34933472;0.02111079;-2.26716948
58.0;-188.92924500;-233.13996887;0.01831548;-2.25182748
59.0;-163.54760742;-208.27684021;0.01616303;-2.23647308
60.0;-143.39381409;-188.49711609;0.01445554;-2.22112393
61.0;-126.99871826;-172.37547302;0.01306808;-2.20576739
62.0;-113.40763855;-158.98425293;0.01191942;-2.19041014
63.0;-101.95907593;-147.67875671;0.01095316;-2.17505789
64.0;-92.18371582;-138.00335693;0.01012940;-2.15970874
65.0;-83.73654938;-129.62423706;0.00941886;-2.14435053
66.0;-76.36875916;-122.29833984;0.00880030;-2.12899756
67.0;-69.88298035;-115.83637238;0.00825706;-2.11363173
