Frequency;Real;Imaginary;Amplitude;Angle
0.0;0.00000000;0.00000000;0.00000000;0.00000000
1.0;0.00000000;0.00000000;0.00000000;0.00000000
2.0;0.00000469;0.00001438;0.00000000;1.25561535
3.0;0.00000000;0.00000000;0.00000000;0.00000000
4.0;0.00000000;0.00000000;0.00000000;0.00000000
5.0;0.00000000;0.00000000;0.00000000;0.00000000
6.0;0.00000989;-0.00006945;0.00000000;-1.42935646
7.0;0.00000000;0.00000000;0.00000000;0.00000000
8.0;0.00000000;0.00000000;0.00000000;0.00000000
9.0;0.00000000;0.00000000;0.00000000;0.00000000
10.0;0.00000884;0.00003673;0.00000000;1.33456194
11.0;0.00000000;0.00000000;0.00000000;0.00000000
12.0;0.00000000;0.00000000;0.00000000;0.00000000
13.0;0.00000000;0.00000000;0.00000000;0.00000000
14.0;-0.00005004;-0.00009829;0.00000001;-2.04166102
15.0;0.00000000;0.00000000;0.00000000;0.00000000
16.0;0.00000000;0.00000000;0.00000000;0.00000000
17.0;0.00000000;0.00000000;0.00000000;0.00000000
18.0;0.00004336;0.00007835;0.00000001;1.06527364
19.0;0.00000000;0.00000000;0.00000000;0.00000000
20.0;0.00000000;0.00000000;0.00000000;0.00000000
21.0;0.00000000;0.00000000;0.00000000;0.00000000
22.0;0.00000121;0.00005657;0.00000000;1.54940867
23.0;0.00000000;0.00000000;0.00000000;0.00000000
24.0;0.00000000;0.00000000;0.00000000;0.00000000
25.0;0.00000000;0.00000000;0.00000000;0.00000000
26.0;0.00001406;-0.00012477;0.00000001;-1.45860362
27.0;0.00000000;0.00000000;0.00000000;0.00000000
28.0;0.00000000;0.00000000;0.00000000;0.00000000
29.0;0.00000000;0.00000000;0.00000000;0.00000000
30.0;0.00000526;-0.00010568;0.00000001;-1.52105999
31.0;0.00000000;0.00000000;0.00000000;0.00000000
32.0;0.00000000;0.00000000;0.00000000;0.00000000
33.0;0.00000000;0.00000000;0.00000000;0.00000000
34.0;0.00005210;0.00001377;0.00000000;0.25836244
35.0;0.00000000;0.00000000;0.00000000;0.00000000
36.0;0.00000000;0.00000000;0.00000000;0.00000000
37.0;0.00000000;0.00000000;0.00000000;0.00000000
38.0;0.00000385;0.00001315;0.00000000;1.28581405
39.0;0.00000000;0.00000000;0.00000000;0.00000000
40.0;0.00000000;0.00000000;0.00000000;0.00000000
41.0;0.00000000;0.00000000;0.00000000;0.00000000
42.0;0.00004613;0.00004661;0.00000000;0.79051340
43.0;0.00000000;0.00000000;0.00000000;0.00000000
44.0;0.00000000;0.00000000;0.00000000;0.00000000
45.0;0.00000000;0.00000000;0.00000000;0.00000000
46.0;0.00002143;0.00007647;0.00000000;1.29756594
47.0;0.00000000;0.00000000;0.00000000;0.00000000
