Frequency;Real;Imaginary;Amplitude;Angle
0.0;12202.00000000;0.00000000;2.97900391;0.00000000
1.0;16.40595818;-0.30006307;0.00400603;-0.01828784
2.0;16.41785812;-0.60398233;0.00401098;-0.03677155
3.0;16.43885612;-0.91059190;0.00401954;-0.05533611
4.0;16.47113609;-1.21522665;0.00403220;-0.07364573
5.0;16.51142883;-1.52370179;0.00404824;-0.09202102
6.0;16.56079674;-1.83667767;0.00406795;-0.11045377
7.0;16.61975098;-2.15327215;0.00409147;-0.12884331
8.0;16.68861198;-2.47548389;0.00411895;-0.14725994
9.0;16.76710892;-2.80327535;0.00415035;-0.16565681
10.0;16.85702705;-3.13836598;0.00418620;-0.18406816
11.0;16.95751381;-3.48122859;0.00422636;-0.20247805
12.0;17.06935501;-3.83331394;0.00427112;-0.22090785
13.0;17.19306374;-4.19493151;0.00432066;-0.23931402
14.0;17.33013916;-4.56784201;0.00437549;-0.25771651
15.0;17.48027420;-4.95305109;0.00443566;-0.27611327
16.0;17.64456940;-5.35243273;0.00450159;-0.29452488
17.0;17.82496452;-5.76786375;0.00457396;-0.31295016
18.0;18.02104187;-6.19974089;0.00465275;-0.33134457
19.0;18.23515892;-6.65071821;0.00473880;-0.34972730
20.0;18.46806335;-7.12376976;0.00483261;-0.36814839
21.0;18.72244835;-7.62071085;0.00493506;-0.38655716
22.0;18.99812698;-8.14375210;0.00504639;-0.40496728
23.0;19.29957581;-8.69682407;0.00516811;-0.42337152
24.0;19.62823677;-9.28306961;0.00530096;-0.44177002
25.0;19.98694229;-9.90739536;0.00544622;-0.46019641
26.0;20.37921715;-10.57332420;0.00560518;-0.47859693
27.0;20.80932045;-11.28700256;0.00577961;-0.49699056
28.0;21.28052139;-12.05523205;0.00597117;-0.51541632
29.0;21.79927254;-12.88480473;0.00618224;-0.53382432
30.0;22.37239647;-13.78546143;0.00641567;-0.55223292
31.0;23.00712585;-14.76745224;0.00667449;-0.57063460
32.0;23.71265411;-15.84440994;0.00696266;-0.58905214
33.0;24.50116920;-17.03170013;0.00728499;-0.60745561
34.0;25.38616180;-18.34916115;0.00764729;-0.62586576
35.0;26.38527298;-19.82060814;0.00805678;-0.64426845
36.0;27.52111053;-21.47751808;0.00852290;-0.66267592
37.0;28.82199097;-23.35911751;0.00905744;-0.68108749
38.0;30.32552528;-25.51651001;0.00967589;-0.69949192
39.0;32.08026505;-28.01756096;0.01039858;-0.71789932
40.0;34.15423584;-30.95575333;0.01125372;-0.73631334
41.0;36.64080429;-34.45873642;0.01227994;-0.75471747
42.0;39.67384338;-38.71112823;0.01353289;-0.77311689
43.0;43.45235825;-43.98797989;0.01509541;-0.79152364
44.0;48.28757095;-50.71837616;0.01709689;-0.80994534
45.0;54.69014740;-59.60198212;0.01974886;-0.82834786
46.0;63.56319809;-71.88426971;0.02342685;-0.84675497
47.0;76.67070770;-89.99300385;0.02886351;-0.86516374
48.0;97.98017883;-119.38962555;0.03770689;-0.88357472
49.0;138.67840576;-175.47042847;0.05460328;-0.90198362
50.0;247.23406982;-324.94467163;0.09968406;-0.92038745
51.0;1441.46496582;-1968.72167969;0.59570742;-0.93879580
52.0;-349.91049194;496.83795166;0.14836144;2.18438554
53.0;-150.88246155;222.83845520;0.06570173;2.16598272
54.0;-94.02336884;144.52439880;0.04209404;2.14757276
55.0;-67.09447479;107.40581512;0.03091796;2.12916684
56.0;-51.38864899;85.73632812;0.02440370;2.11075997
57.0;-41.10009003;71.52520752;0.02013986;2.09234786
58.0;-33.83933258;61.48178482;0.01713358;2.07394361
59.0;-28.44056892;54.00318527;0.01490100;2.05553293
60.0;-24.26909065;48.21498489;0.01317833;2.03712153
61.0;-20.94956970;43.60015869;0.01180959;2.01871681
62.0;-18.24422836;39.83148956;0.01069603;2.00031233
63.0;-15.99656391;36.69498825;0.00977298;1.98189092
64.0;-14.09985161;34.04317856;0.00899599;1.96346295
65.0;-12.47806549;31.76686287;0.00833244;1.94508159
66.0;-11.07458305;29.79335976;0.00776003;1.92668223
67.0;-9.84749603;28.06382942;0.00726109;1.90826952
68.0;-8.76545143;26.53465652;0.00682250;1.88985026
69.0;-7.80464077;25.17139816;0.00643398;1.87145662
70.0;-6.94492340;23.94774437;0.00608751;1.85305679
71.0;-6.17060423;22.84212303;0.00577659;1.83464003
72.0;-5.47009563;21.83734131;0.00549610;1.81623864
73.0;-4.83257580;20.91859818;0.00524159;1.79783154
74.0;-4.24992085;20.07513809;0.00500978;1.77941680
75.0;-3.71529913;19.29640961;0.00479756;1.76100707
76.0;-3.22283149;18.57387543;0.00460239;1.74259996
77.0;-2.76770687;17.90050697;0.00442217;1.72419775
78.0;-2.34585595;17.27112007;0.00425530;1.70579553
79.0;-1.95335901;16.67895889;0.00409984;1.68738043
80.0;-1.58761549;16.11904716;0.00395436;1.66897285
81.0;-1.24645460;15.58896923;0.00381805;1.65058410
82.0;-0.92655665;15.08248234;0.00368919;1.63215184
83.0;-0.62465471;14.59654999;0.00356687;1.61356497
84.0;-0.34686193;14.12874508;0.00345044;1.59534144
85.0;-0.08398747;13.67440128;0.00333854;1.57693815
86.0;0.16202973;13.23038197;0.00323032;1.55855012
87.0;0.39229423;12.79119205;0.00312432;1.54013681
88.0;0.60674566;12.35456371;0.00301989;1.52172470
89.0;0.80486798;11.91391277;0.00291530;1.50334179
90.0;0.98683792;11.46622849;0.00280972;1.48494315
91.0;1.15168893;11.00075722;0.00270041;1.46648455
92.0;1.29625165;10.50831032;0.00258495;1.44806147
93.0;1.41646647;9.97465515;0.00245965;1.42973292
94.0;1.50970304;9.38304901;0.00232025;1.41126668
95.0;1.56446719;8.70057869;0.00215823;1.39288568
96.0;1.56847048;7.88075638;0.00196175;1.37433803
97.0;1.49148834;6.83922291;0.00170898;1.35607946
98.0;1.28607094;5.41880226;0.00135970;1.33777285
99.0;0.84278989;3.27937603;0.00082665;1.31924319
100.0;-0.13711078;-0.49507093;0.00012542;-1.84097624
101.0;-2.79519463;-9.42263222;0.00239953;-1.85917401
