FileName;SamplingFreq;SamplesQty;Replica;TimeTag;Time(ns)
./test/square_50Hz.txt;262144;262144;0;Time_0;13035676510372
./test/square_50Hz.txt;262144;262144;0;Time_1;13035676525040
./test/square_50Hz.txt;262144;262144;0;Time_2;13035704529156
./test/square_50Hz.txt;262144;262144;0;Time_3;13035704937192
./test/square_50Hz.txt;262144;262144;0;Time_4;13035791624754
./test/square_50Hz.txt;262144;262144;0;Time_5;13035791720372
./test/square_50Hz.txt;262144;262144;0;Time_6;13035923245043
./test/square_50Hz.txt;262144;262144;0;Time_7;13035706110593
./test/square_50Hz.txt;262144;262144;0;Time_8;000000000
./test/square_50Hz.txt;262144;262144;0;Delta Time_1->2;028004116
./test/square_50Hz.txt;262144;262144;0;Delta Time_0->3;028426820
./test/square_50Hz.txt;262144;262144;0;Delta Time_3->4;086687562
./test/square_50Hz.txt;262144;262144;0;Delta Time_5->6;131524671
./test/square_50Hz.txt;262144;262144;0;Delta Time_7->10;085390186
./test/square_50Hz.txt;262144;262144;0;Delta Time_8->9;000000000
./test/square_50Hz.txt;262144;262144;1;Time_0;13035923341360
./test/square_50Hz.txt;262144;262144;1;Time_1;13035923345131
./test/square_50Hz.txt;262144;262144;1;Time_2;13035951981627
./test/square_50Hz.txt;262144;262144;1;Time_3;13035951988192
./test/square_50Hz.txt;262144;262144;1;Time_4;13036036047895
./test/square_50Hz.txt;262144;262144;1;Time_5;13035791720372
./test/square_50Hz.txt;262144;262144;1;Time_6;13035923245043
./test/square_50Hz.txt;262144;262144;1;Time_7;13035953027141
./test/square_50Hz.txt;262144;262144;1;Time_8;000000000
./test/square_50Hz.txt;262144;262144;1;Delta Time_1->2;028636496
./test/square_50Hz.txt;262144;262144;1;Delta Time_0->3;028646832
./test/square_50Hz.txt;262144;262144;1;Delta Time_3->4;084059703
./test/square_50Hz.txt;262144;262144;1;Delta Time_5->6;131524671
./test/square_50Hz.txt;262144;262144;1;Delta Time_7->10;083018869
./test/square_50Hz.txt;262144;262144;1;Delta Time_8->9;000000000
./test/square_50Hz.txt;262144;262144;2;Time_0;13036036132199
./test/square_50Hz.txt;262144;262144;2;Time_1;13036036135062
./test/square_50Hz.txt;262144;262144;2;Time_2;13036064051243
./test/square_50Hz.txt;262144;262144;2;Time_3;13036064057879
./test/square_50Hz.txt;262144;262144;2;Time_4;13036146675906
./test/square_50Hz.txt;262144;262144;2;Time_5;13035791720372
./test/square_50Hz.txt;262144;262144;2;Time_6;13035923245043
./test/square_50Hz.txt;262144;262144;2;Time_7;13036064685089
./test/square_50Hz.txt;262144;262144;2;Time_8;000000000
./test/square_50Hz.txt;262144;262144;2;Delta Time_1->2;027916181
./test/square_50Hz.txt;262144;262144;2;Delta Time_0->3;027925680
./test/square_50Hz.txt;262144;262144;2;Delta Time_3->4;082618027
./test/square_50Hz.txt;262144;262144;2;Delta Time_5->6;131524671
./test/square_50Hz.txt;262144;262144;2;Delta Time_7->10;081989350
./test/square_50Hz.txt;262144;262144;2;Delta Time_8->9;000000000
./test/square_50Hz.txt;262144;262144;3;Time_0;13036146756298
./test/square_50Hz.txt;262144;262144;3;Time_1;13036146760698
./test/square_50Hz.txt;262144;262144;3;Time_2;13036174816569
./test/square_50Hz.txt;262144;262144;3;Time_3;13036174822576
./test/square_50Hz.txt;262144;262144;3;Time_4;13036257468262
./test/square_50Hz.txt;262144;262144;3;Time_5;13035791720372
./test/square_50Hz.txt;262144;262144;3;Time_6;13035923245043
./test/square_50Hz.txt;262144;262144;3;Time_7;13036175465432
./test/square_50Hz.txt;262144;262144;3;Time_8;000000000
./test/square_50Hz.txt;262144;262144;3;Delta Time_1->2;028055871
./test/square_50Hz.txt;262144;262144;3;Delta Time_0->3;028066278
./test/square_50Hz.txt;262144;262144;3;Delta Time_3->4;082645686
